# Compiler-generated DATA with no reachable source spelling, in two classes:
#   common  a COFF COMMON cl emits from a header-inline's function-local static
#           (DATA() is main-file-only) or its ??_B dynamic-init guard byte (no
#           source spelling at all). No owning TU exists - cl emits a copy into
#           every instantiating TU and the linker merges them - so only the
#           retail address is stated; owner documents the emitting header inline.
#           Everything else is re-proven against the base objs' COMMON tables
#           every build (gruntz.audit.compgen_data).
#   copy    a reviewed per-TU copy of a header static (the GruntDirStatics
#           device, docs/data-attribution.md): owner is the emitting TU, decided
#           by its $E static initializer's position. Several rows may share one
#           rva (each TU's copy folds onto the same retail byte).
# labels.py folds both classes into build/gen/symbol_names.csv.
rva	size	name	owner	class
0x0024e228	0xc	?s_gruntDirWest_24e228@@3UGruntDirectionCell@@A	gruntchargestep	copy
0x0024e238	0xc	?s_gruntDirNorthEast_24e238@@3UGruntDirectionCell@@A	gruntchargestep	copy
0x0024e248	0xc	?s_gruntDirNorthWest_24e248@@3UGruntDirectionCell@@A	gruntchargestep	copy
0x0024e258	0xc	?s_gruntDirSouthEast_24e258@@3UGruntDirectionCell@@A	gruntchargestep	copy
0x0024e268	0xc	?s_gruntDirCenter_24e268@@3UGruntDirectionCell@@A	gruntchargestep	copy
0x0024e278	0xc	?s_gruntDirSouthWest_24e278@@3UGruntDirectionCell@@A	gruntchargestep	copy
0x0024e2a0	0xc	?s_gruntDirEast_24e2a0@@3UGruntDirectionCell@@A	gruntarrivalupdate	copy
0x0024e2b0	0xc	?s_gruntDirNorth_24e2b0@@3UGruntDirectionCell@@A	gruntarrivalupdate	copy
0x0024e2c0	0xc	?s_gruntDirSouth_24e2c0@@3UGruntDirectionCell@@A	gruntarrivalupdate	copy
0x0024e2d0	0xc	?s_gruntDirWest_24e2d0@@3UGruntDirectionCell@@A	gruntarrivalupdate	copy
0x0024e2e0	0xc	?s_gruntDirNorthEast_24e2e0@@3UGruntDirectionCell@@A	gruntarrivalupdate	copy
0x0024e2f0	0xc	?s_gruntDirNorthWest_24e2f0@@3UGruntDirectionCell@@A	gruntarrivalupdate	copy
0x0024e300	0xc	?s_gruntDirSouthEast_24e300@@3UGruntDirectionCell@@A	gruntarrivalupdate	copy
0x0024e310	0xc	?s_gruntDirCenter_24e310@@3UGruntDirectionCell@@A	gruntarrivalupdate	copy
0x0024e320	0xc	?s_gruntDirSouthWest_24e320@@3UGruntDirectionCell@@A	gruntarrivalupdate	copy
0x0024e348	0xc	?s_gruntDirEast_24e348@@3UGruntDirectionCell@@A	gruntgoosuckerstep	copy
0x0024e358	0xc	?s_gruntDirNorth_24e358@@3UGruntDirectionCell@@A	gruntgoosuckerstep	copy
0x0024e368	0xc	?s_gruntDirSouth_24e368@@3UGruntDirectionCell@@A	gruntgoosuckerstep	copy
0x0024e378	0xc	?s_gruntDirWest_24e378@@3UGruntDirectionCell@@A	gruntgoosuckerstep	copy
0x0024e388	0xc	?s_gruntDirNorthEast_24e388@@3UGruntDirectionCell@@A	gruntgoosuckerstep	copy
0x0024e398	0xc	?s_gruntDirNorthWest_24e398@@3UGruntDirectionCell@@A	gruntgoosuckerstep	copy
0x0024e3a8	0xc	?s_gruntDirSouthEast_24e3a8@@3UGruntDirectionCell@@A	gruntgoosuckerstep	copy
0x0024e3b8	0xc	?s_gruntDirCenter_24e3b8@@3UGruntDirectionCell@@A	gruntgoosuckerstep	copy
0x0024e3c8	0xc	?s_gruntDirSouthWest_24e3c8@@3UGruntDirectionCell@@A	gruntgoosuckerstep	copy
0x0024e3f0	0xc	?s_gruntDirEast_24e3f0@@3UGruntDirectionCell@@A	gruntdefensealt	copy
0x0024e400	0xc	?s_gruntDirNorth_24e400@@3UGruntDirectionCell@@A	gruntdefensealt	copy
0x0024e410	0xc	?s_gruntDirSouth_24e410@@3UGruntDirectionCell@@A	gruntdefensealt	copy
0x0024e420	0xc	?s_gruntDirWest_24e420@@3UGruntDirectionCell@@A	gruntdefensealt	copy
0x0024e430	0xc	?s_gruntDirNorthEast_24e430@@3UGruntDirectionCell@@A	gruntdefensealt	copy
0x0024e440	0xc	?s_gruntDirNorthWest_24e440@@3UGruntDirectionCell@@A	gruntdefensealt	copy
0x0024e450	0xc	?s_gruntDirSouthEast_24e450@@3UGruntDirectionCell@@A	gruntdefensealt	copy
0x0024e460	0xc	?s_gruntDirCenter_24e460@@3UGruntDirectionCell@@A	gruntdefensealt	copy
0x0024e470	0xc	?s_gruntDirSouthWest_24e470@@3UGruntDirectionCell@@A	gruntdefensealt	copy
0x0024e498	0xc	?s_gruntDirEast_24e498@@3UGruntDirectionCell@@A	gruntarrivalneighbor	copy
0x0024e4a8	0xc	?s_gruntDirNorth_24e4a8@@3UGruntDirectionCell@@A	gruntarrivalneighbor	copy
0x0024e4b8	0xc	?s_gruntDirSouth_24e4b8@@3UGruntDirectionCell@@A	gruntarrivalneighbor	copy
0x0024e4c8	0xc	?s_gruntDirWest_24e4c8@@3UGruntDirectionCell@@A	gruntarrivalneighbor	copy
0x0024e4d8	0xc	?s_gruntDirNorthEast_24e4d8@@3UGruntDirectionCell@@A	gruntarrivalneighbor	copy
0x0024e4e8	0xc	?s_gruntDirNorthWest_24e4e8@@3UGruntDirectionCell@@A	gruntarrivalneighbor	copy
0x0024e4f8	0xc	?s_gruntDirSouthEast_24e4f8@@3UGruntDirectionCell@@A	gruntarrivalneighbor	copy
0x0024e508	0xc	?s_gruntDirCenter_24e508@@3UGruntDirectionCell@@A	gruntarrivalneighbor	copy
0x0024e518	0xc	?s_gruntDirSouthWest_24e518@@3UGruntDirectionCell@@A	gruntarrivalneighbor	copy
0x0024e540	0xc	?s_gruntDirEast_24e540@@3UGruntDirectionCell@@A	gruntdefensestep	copy
0x0024e550	0xc	?s_gruntDirNorth_24e550@@3UGruntDirectionCell@@A	gruntdefensestep	copy
0x0024e560	0xc	?s_gruntDirSouth_24e560@@3UGruntDirectionCell@@A	gruntdefensestep	copy
0x0024e570	0xc	?s_gruntDirWest_24e570@@3UGruntDirectionCell@@A	gruntdefensestep	copy
0x0024e580	0xc	?s_gruntDirNorthEast_24e580@@3UGruntDirectionCell@@A	gruntdefensestep	copy
0x0024e590	0xc	?s_gruntDirNorthWest_24e590@@3UGruntDirectionCell@@A	gruntdefensestep	copy
0x0024e5a0	0xc	?s_gruntDirSouthEast_24e5a0@@3UGruntDirectionCell@@A	gruntdefensestep	copy
0x0024e5b0	0xc	?s_gruntDirCenter_24e5b0@@3UGruntDirectionCell@@A	gruntdefensestep	copy
0x0024e5c0	0xc	?s_gruntDirSouthWest_24e5c0@@3UGruntDirectionCell@@A	gruntdefensestep	copy
0x0024e5e8	0xc	?s_gruntDirEast_24e5e8@@3UGruntDirectionCell@@A	gruntdiggerstep	copy
0x0024e5f8	0xc	?s_gruntDirNorth_24e5f8@@3UGruntDirectionCell@@A	gruntdiggerstep	copy
0x0024e608	0xc	?s_gruntDirSouth_24e608@@3UGruntDirectionCell@@A	gruntdiggerstep	copy
0x0024e618	0xc	?s_gruntDirWest_24e618@@3UGruntDirectionCell@@A	gruntdiggerstep	copy
0x0024e628	0xc	?s_gruntDirNorthEast_24e628@@3UGruntDirectionCell@@A	gruntdiggerstep	copy
0x0024e638	0xc	?s_gruntDirNorthWest_24e638@@3UGruntDirectionCell@@A	gruntdiggerstep	copy
0x0024e648	0xc	?s_gruntDirSouthEast_24e648@@3UGruntDirectionCell@@A	gruntdiggerstep	copy
0x0024e658	0xc	?s_gruntDirCenter_24e658@@3UGruntDirectionCell@@A	gruntdiggerstep	copy
0x0024e668	0xc	?s_gruntDirSouthWest_24e668@@3UGruntDirectionCell@@A	gruntdiggerstep	copy
0x0024e690	0xc	?s_gruntDirEast_24e690@@3UGruntDirectionCell@@A	gruntscantarget	copy
0x0024e6a0	0xc	?s_gruntDirNorth_24e6a0@@3UGruntDirectionCell@@A	gruntscantarget	copy
0x0024e6b0	0xc	?s_gruntDirSouth_24e6b0@@3UGruntDirectionCell@@A	gruntscantarget	copy
0x0024e6c0	0xc	?s_gruntDirWest_24e6c0@@3UGruntDirectionCell@@A	gruntscantarget	copy
0x0024e6d0	0xc	?s_gruntDirNorthEast_24e6d0@@3UGruntDirectionCell@@A	gruntscantarget	copy
0x0024e6e0	0xc	?s_gruntDirNorthWest_24e6e0@@3UGruntDirectionCell@@A	gruntscantarget	copy
0x0024e6f0	0xc	?s_gruntDirSouthEast_24e6f0@@3UGruntDirectionCell@@A	gruntscantarget	copy
0x0024e700	0xc	?s_gruntDirCenter_24e700@@3UGruntDirectionCell@@A	gruntscantarget	copy
0x0024e710	0xc	?s_gruntDirSouthWest_24e710@@3UGruntDirectionCell@@A	gruntscantarget	copy
0x0024e738	0xc	?s_gruntDirEast_24e738@@3UGruntDirectionCell@@A	gruntphasestep	copy
0x0024e748	0xc	?s_gruntDirNorth_24e748@@3UGruntDirectionCell@@A	gruntphasestep	copy
0x0024e758	0xc	?s_gruntDirSouth_24e758@@3UGruntDirectionCell@@A	gruntphasestep	copy
0x0024e768	0xc	?s_gruntDirWest_24e768@@3UGruntDirectionCell@@A	gruntphasestep	copy
0x0024e778	0xc	?s_gruntDirNorthEast_24e778@@3UGruntDirectionCell@@A	gruntphasestep	copy
0x0024e788	0xc	?s_gruntDirNorthWest_24e788@@3UGruntDirectionCell@@A	gruntphasestep	copy
0x0024e798	0xc	?s_gruntDirSouthEast_24e798@@3UGruntDirectionCell@@A	gruntphasestep	copy
0x0024e7a8	0xc	?s_gruntDirCenter_24e7a8@@3UGruntDirectionCell@@A	gruntphasestep	copy
0x0024e7b8	0xc	?s_gruntDirSouthWest_24e7b8@@3UGruntDirectionCell@@A	gruntphasestep	copy
0x0024e7e0	0xc	?s_gruntDirEast_24e7e0@@3UGruntDirectionCell@@A	gruntseektarget	copy
0x0024e7f0	0xc	?s_gruntDirNorth_24e7f0@@3UGruntDirectionCell@@A	gruntseektarget	copy
0x0024e800	0xc	?s_gruntDirSouth_24e800@@3UGruntDirectionCell@@A	gruntseektarget	copy
0x0024e810	0xc	?s_gruntDirWest_24e810@@3UGruntDirectionCell@@A	gruntseektarget	copy
0x0024e820	0xc	?s_gruntDirNorthEast_24e820@@3UGruntDirectionCell@@A	gruntseektarget	copy
0x0024e830	0xc	?s_gruntDirNorthWest_24e830@@3UGruntDirectionCell@@A	gruntseektarget	copy
0x0024e840	0xc	?s_gruntDirSouthEast_24e840@@3UGruntDirectionCell@@A	gruntseektarget	copy
0x0024e850	0xc	?s_gruntDirCenter_24e850@@3UGruntDirectionCell@@A	gruntseektarget	copy
0x0024e860	0xc	?s_gruntDirSouthWest_24e860@@3UGruntDirectionCell@@A	gruntseektarget	copy
0x0024e888	0xc	?s_gruntDirEast_24e888@@3UGruntDirectionCell@@A	gruntpeertracking	copy
0x0024e898	0xc	?s_gruntDirNorth_24e898@@3UGruntDirectionCell@@A	gruntpeertracking	copy
0x0024e8a8	0xc	?s_gruntDirSouth_24e8a8@@3UGruntDirectionCell@@A	gruntpeertracking	copy
0x0024e8b8	0xc	?s_gruntDirWest_24e8b8@@3UGruntDirectionCell@@A	gruntpeertracking	copy
0x0024e8c8	0xc	?s_gruntDirNorthEast_24e8c8@@3UGruntDirectionCell@@A	gruntpeertracking	copy
0x0024e8d8	0xc	?s_gruntDirNorthWest_24e8d8@@3UGruntDirectionCell@@A	gruntpeertracking	copy
0x0024e8e8	0xc	?s_gruntDirSouthEast_24e8e8@@3UGruntDirectionCell@@A	gruntpeertracking	copy
0x0024e8f8	0xc	?s_gruntDirCenter_24e8f8@@3UGruntDirectionCell@@A	gruntpeertracking	copy
0x0024e908	0xc	?s_gruntDirSouthWest_24e908@@3UGruntDirectionCell@@A	gruntpeertracking	copy
0x0024e930	0xc	?s_gruntDirEast_24e930@@3UGruntDirectionCell@@A	gruntdefenselean	copy
0x0024e940	0xc	?s_gruntDirNorth_24e940@@3UGruntDirectionCell@@A	gruntdefenselean	copy
0x0024e950	0xc	?s_gruntDirSouth_24e950@@3UGruntDirectionCell@@A	gruntdefenselean	copy
0x0024e960	0xc	?s_gruntDirWest_24e960@@3UGruntDirectionCell@@A	gruntdefenselean	copy
0x0024e970	0xc	?s_gruntDirNorthEast_24e970@@3UGruntDirectionCell@@A	gruntdefenselean	copy
0x0024e980	0xc	?s_gruntDirNorthWest_24e980@@3UGruntDirectionCell@@A	gruntdefenselean	copy
0x0024e990	0xc	?s_gruntDirSouthEast_24e990@@3UGruntDirectionCell@@A	gruntdefenselean	copy
0x0024e9a0	0xc	?s_gruntDirCenter_24e9a0@@3UGruntDirectionCell@@A	gruntdefenselean	copy
0x0024e9b0	0xc	?s_gruntDirSouthWest_24e9b0@@3UGruntDirectionCell@@A	gruntdefenselean	copy
0x0024f170	0x1	_$S31$S	stringstaticpool	copy
0x0024f178	0xc	?s_gruntDirEast_24f178@@3UGruntDirectionCell@@A	splashstate	copy
0x0024f188	0xc	?s_gruntDirNorth_24f188@@3UGruntDirectionCell@@A	splashstate	copy
0x0024f198	0xc	?s_gruntDirSouth_24f198@@3UGruntDirectionCell@@A	splashstate	copy
0x0024f1a8	0xc	?s_gruntDirWest_24f1a8@@3UGruntDirectionCell@@A	splashstate	copy
0x0024f1b8	0xc	?s_gruntDirNorthEast_24f1b8@@3UGruntDirectionCell@@A	splashstate	copy
0x0024f1c8	0xc	?s_gruntDirNorthWest_24f1c8@@3UGruntDirectionCell@@A	splashstate	copy
0x0024f1d8	0xc	?s_gruntDirSouthEast_24f1d8@@3UGruntDirectionCell@@A	splashstate	copy
0x0024f1e8	0xc	?s_gruntDirCenter_24f1e8@@3UGruntDirectionCell@@A	splashstate	copy
0x0024f1f8	0xc	?s_gruntDirSouthWest_24f1f8@@3UGruntDirectionCell@@A	splashstate	copy
0x0024f228	0xc	?s_gruntDirEast_24f228@@3UGruntDirectionCell@@A	gameassetnamespaces	copy
0x0024f238	0xc	?s_gruntDirNorth_24f238@@3UGruntDirectionCell@@A	gameassetnamespaces	copy
0x0024f248	0xc	?s_gruntDirSouth_24f248@@3UGruntDirectionCell@@A	gameassetnamespaces	copy
0x0024f258	0xc	?s_gruntDirWest_24f258@@3UGruntDirectionCell@@A	gameassetnamespaces	copy
0x0024f268	0xc	?s_gruntDirNorthEast_24f268@@3UGruntDirectionCell@@A	gameassetnamespaces	copy
0x0024f278	0xc	?s_gruntDirNorthWest_24f278@@3UGruntDirectionCell@@A	gameassetnamespaces	copy
0x0024f288	0xc	?s_gruntDirSouthEast_24f288@@3UGruntDirectionCell@@A	gameassetnamespaces	copy
0x0024f298	0xc	?s_gruntDirCenter_24f298@@3UGruntDirectionCell@@A	gameassetnamespaces	copy
0x0024f2a8	0xc	?s_gruntDirSouthWest_24f2a8@@3UGruntDirectionCell@@A	gameassetnamespaces	copy
0x0024f2e0	0x1	_$S58$S	statichazard	copy
0x0024f2e8	0xc	?s_gruntDirEast_24f2e8@@3UGruntDirectionCell@@A	statichazard	copy
0x0024f2f8	0xc	?s_gruntDirNorth_24f2f8@@3UGruntDirectionCell@@A	statichazard	copy
0x0024f308	0xc	?s_gruntDirSouth_24f308@@3UGruntDirectionCell@@A	statichazard	copy
0x0024f318	0xc	?s_gruntDirWest_24f318@@3UGruntDirectionCell@@A	statichazard	copy
0x0024f350	0xc	?s_gruntDirNorthEast_24f350@@3UGruntDirectionCell@@A	statichazard	copy
0x0024f360	0xc	?s_gruntDirNorthWest_24f360@@3UGruntDirectionCell@@A	statichazard	copy
0x0024f370	0xc	?s_gruntDirSouthEast_24f370@@3UGruntDirectionCell@@A	statichazard	copy
0x0024f380	0xc	?s_gruntDirCenter_24f380@@3UGruntDirectionCell@@A	statichazard	copy
0x0024f390	0xc	?s_gruntDirSouthWest_24f390@@3UGruntDirectionCell@@A	statichazard	copy
0x0024f3c8	0xc	?s_gruntDirEast_24f3c8@@3UGruntDirectionCell@@A	gamestats	copy
0x0024f3d8	0xc	?s_gruntDirNorth_24f3d8@@3UGruntDirectionCell@@A	gamestats	copy
0x0024f3e8	0xc	?s_gruntDirSouth_24f3e8@@3UGruntDirectionCell@@A	gamestats	copy
0x0024f3f8	0xc	?s_gruntDirWest_24f3f8@@3UGruntDirectionCell@@A	gamestats	copy
0x0024f408	0xc	?s_gruntDirNorthEast_24f408@@3UGruntDirectionCell@@A	gamestats	copy
0x0024f418	0xc	?s_gruntDirNorthWest_24f418@@3UGruntDirectionCell@@A	gamestats	copy
0x0024f428	0xc	?s_gruntDirSouthEast_24f428@@3UGruntDirectionCell@@A	gamestats	copy
0x0024f438	0xc	?s_gruntDirCenter_24f438@@3UGruntDirectionCell@@A	gamestats	copy
0x0024f448	0xc	?s_gruntDirSouthWest_24f448@@3UGruntDirectionCell@@A	gamestats	copy
0x0024f470	0xc	?s_gruntDirEast_24f470@@3UGruntDirectionCell@@A	sbi_rectonly	copy
0x0024f480	0xc	?s_gruntDirNorth_24f480@@3UGruntDirectionCell@@A	sbi_rectonly	copy
0x0024f490	0xc	?s_gruntDirSouth_24f490@@3UGruntDirectionCell@@A	sbi_rectonly	copy
0x0024f4a0	0xc	?s_gruntDirWest_24f4a0@@3UGruntDirectionCell@@A	sbi_rectonly	copy
0x0024f4b0	0xc	?s_gruntDirNorthEast_24f4b0@@3UGruntDirectionCell@@A	sbi_rectonly	copy
0x0024f4c0	0xc	?s_gruntDirNorthWest_24f4c0@@3UGruntDirectionCell@@A	sbi_rectonly	copy
0x0024f4d0	0xc	?s_gruntDirSouthEast_24f4d0@@3UGruntDirectionCell@@A	sbi_rectonly	copy
0x0024f4e0	0xc	?s_gruntDirCenter_24f4e0@@3UGruntDirectionCell@@A	sbi_rectonly	copy
0x0024f4f0	0xc	?s_gruntDirSouthWest_24f4f0@@3UGruntDirectionCell@@A	sbi_rectonly	copy
0x0024f518	0xc	?s_gruntDirEast_24f518@@3UGruntDirectionCell@@A	statusbarspriteacts	copy
0x0024f528	0xc	?s_gruntDirNorth_24f528@@3UGruntDirectionCell@@A	statusbarspriteacts	copy
0x0024f538	0xc	?s_gruntDirSouth_24f538@@3UGruntDirectionCell@@A	statusbarspriteacts	copy
0x0024f548	0xc	?s_gruntDirWest_24f548@@3UGruntDirectionCell@@A	statusbarspriteacts	copy
0x0024f558	0xc	?s_gruntDirNorthEast_24f558@@3UGruntDirectionCell@@A	statusbarspriteacts	copy
0x0024f568	0xc	?s_gruntDirNorthWest_24f568@@3UGruntDirectionCell@@A	statusbarspriteacts	copy
0x0024f578	0xc	?s_gruntDirSouthEast_24f578@@3UGruntDirectionCell@@A	statusbarspriteacts	copy
0x0024f588	0xc	?s_gruntDirCenter_24f588@@3UGruntDirectionCell@@A	statusbarspriteacts	copy
0x0024f598	0xc	?s_gruntDirSouthWest_24f598@@3UGruntDirectionCell@@A	statusbarspriteacts	copy
0x0024f5c0	0x1	_$S58$S	statusbarspriteacts	copy
0x0024f61c	0x1	$S2418372	tilelogicpump	copy
0x0024f620	0x1	$S2418376	tilelogicpump	copy
0x0024f628	0xc	?s_gruntDirEast_24f628@@3UGruntDirectionCell@@A	tilelogicpump	copy
0x0024f634	0x1	$S2418396	tilelogicpump	copy
0x0024f638	0x1	$S2418400	tilelogicpump	copy
0x0024f63c	0x1	$S2418404	tilelogicpump	copy
0x0024f640	0x1	$S2418408	tilelogicpump	copy
0x0024f648	0xc	?s_gruntDirNorth_24f648@@3UGruntDirectionCell@@A	tilelogicpump	copy
0x0024f658	0xc	?s_gruntDirSouth_24f658@@3UGruntDirectionCell@@A	tilelogicpump	copy
0x0024f668	0xc	?s_gruntDirWest_24f668@@3UGruntDirectionCell@@A	tilelogicpump	copy
0x0024f6a0	0xc	?s_gruntDirNorthEast_24f6a0@@3UGruntDirectionCell@@A	tilelogicpump	copy
0x0024f6b0	0xc	?s_gruntDirNorthWest_24f6b0@@3UGruntDirectionCell@@A	tilelogicpump	copy
0x0024f6c0	0xc	?s_gruntDirSouthEast_24f6c0@@3UGruntDirectionCell@@A	tilelogicpump	copy
0x0024f6d0	0xc	?s_gruntDirCenter_24f6d0@@3UGruntDirectionCell@@A	tilelogicpump	copy
0x0024f6e0	0xc	?s_gruntDirSouthWest_24f6e0@@3UGruntDirectionCell@@A	tilelogicpump	copy
0x0024f7e0	0xc	?s_gruntDirEast_24f7e0@@3UGruntDirectionCell@@A	tileswitchlogic	copy
0x0024f7f0	0xc	?s_gruntDirNorth_24f7f0@@3UGruntDirectionCell@@A	tileswitchlogic	copy
0x0024f800	0xc	?s_gruntDirSouth_24f800@@3UGruntDirectionCell@@A	tileswitchlogic	copy
0x0024f810	0xc	?s_gruntDirWest_24f810@@3UGruntDirectionCell@@A	tileswitchlogic	copy
0x0024f820	0xc	?s_gruntDirNorthEast_24f820@@3UGruntDirectionCell@@A	tileswitchlogic	copy
0x0024f830	0xc	?s_gruntDirNorthWest_24f830@@3UGruntDirectionCell@@A	tileswitchlogic	copy
0x0024f840	0xc	?s_gruntDirSouthEast_24f840@@3UGruntDirectionCell@@A	tileswitchlogic	copy
0x0024f850	0xc	?s_gruntDirCenter_24f850@@3UGruntDirectionCell@@A	tileswitchlogic	copy
0x0024f860	0xc	?s_gruntDirSouthWest_24f860@@3UGruntDirectionCell@@A	tileswitchlogic	copy
0x0024f888	0x1	_$S58$S	toobspikez	copy
0x0024f890	0xc	?s_gruntDirEast_24f890@@3UGruntDirectionCell@@A	toobspikez	copy
0x0024f8a0	0xc	?s_gruntDirNorth_24f8a0@@3UGruntDirectionCell@@A	toobspikez	copy
0x0024f8b0	0xc	?s_gruntDirSouth_24f8b0@@3UGruntDirectionCell@@A	toobspikez	copy
0x0024f8c0	0xc	?s_gruntDirWest_24f8c0@@3UGruntDirectionCell@@A	toobspikez	copy
0x0024f8f8	0xc	?s_gruntDirNorthEast_24f8f8@@3UGruntDirectionCell@@A	toobspikez	copy
0x0024f908	0xc	?s_gruntDirNorthWest_24f908@@3UGruntDirectionCell@@A	toobspikez	copy
0x0024f918	0xc	?s_gruntDirSouthEast_24f918@@3UGruntDirectionCell@@A	toobspikez	copy
0x0024f928	0xc	?s_gruntDirCenter_24f928@@3UGruntDirectionCell@@A	toobspikez	copy
0x0024f938	0xc	?s_gruntDirSouthWest_24f938@@3UGruntDirectionCell@@A	toobspikez	copy
0x0024f970	0xc	?s_gruntDirEast_24f970@@3UGruntDirectionCell@@A	fonts	copy
0x0024f980	0xc	?s_gruntDirNorth_24f980@@3UGruntDirectionCell@@A	fonts	copy
0x0024f990	0xc	?s_gruntDirSouth_24f990@@3UGruntDirectionCell@@A	fonts	copy
0x0024f9a0	0xc	?s_gruntDirWest_24f9a0@@3UGruntDirectionCell@@A	fonts	copy
0x0024f9c8	0xc	?s_gruntDirNorthEast_24f9c8@@3UGruntDirectionCell@@A	savefrontbuffershot	copy
0x0024f9d8	0xc	?s_gruntDirNorthWest_24f9d8@@3UGruntDirectionCell@@A	savefrontbuffershot	copy
0x0024f9e8	0xc	?s_gruntDirSouthEast_24f9e8@@3UGruntDirectionCell@@A	savefrontbuffershot	copy
0x0024f9f8	0xc	?s_gruntDirCenter_24f9f8@@3UGruntDirectionCell@@A	savefrontbuffershot	copy
0x0024fa08	0xc	?s_gruntDirSouthWest_24fa08@@3UGruntDirectionCell@@A	savefrontbuffershot	copy
0x0024faa8	0xc	?s_gruntDirEast_24faa8@@3UGruntDirectionCell@@A	tiletriggercontainer	copy
0x0024fab8	0xc	?s_gruntDirNorth_24fab8@@3UGruntDirectionCell@@A	tiletriggercontainer	copy
0x0024fac8	0xc	?s_gruntDirSouth_24fac8@@3UGruntDirectionCell@@A	tiletriggercontainer	copy
0x0024fad8	0xc	?s_gruntDirWest_24fad8@@3UGruntDirectionCell@@A	tiletriggercontainer	copy
0x0024fae8	0xc	?s_gruntDirNorthEast_24fae8@@3UGruntDirectionCell@@A	tiletriggercontainer	copy
0x0024faf8	0xc	?s_gruntDirNorthWest_24faf8@@3UGruntDirectionCell@@A	tiletriggercontainer	copy
0x0024fb08	0xc	?s_gruntDirSouthEast_24fb08@@3UGruntDirectionCell@@A	tiletriggercontainer	copy
0x0024fb18	0xc	?s_gruntDirCenter_24fb18@@3UGruntDirectionCell@@A	tiletriggercontainer	copy
0x0024fb28	0xc	?s_gruntDirSouthWest_24fb28@@3UGruntDirectionCell@@A	tiletriggercontainer	copy
0x002522f0	0xc	?s_gruntDirEast_2522f0@@3UGruntDirectionCell@@A	heapdiag	copy
0x00252300	0xc	?s_gruntDirNorth_252300@@3UGruntDirectionCell@@A	heapdiag	copy
0x00252310	0xc	?s_gruntDirSouth_252310@@3UGruntDirectionCell@@A	heapdiag	copy
0x00252320	0xc	?s_gruntDirWest_252320@@3UGruntDirectionCell@@A	heapdiag	copy
0x00252330	0xc	?s_gruntDirNorthEast_252330@@3UGruntDirectionCell@@A	heapdiag	copy
0x00252340	0xc	?s_gruntDirNorthWest_252340@@3UGruntDirectionCell@@A	heapdiag	copy
0x00252350	0xc	?s_gruntDirSouthEast_252350@@3UGruntDirectionCell@@A	heapdiag	copy
0x00252360	0xc	?s_gruntDirCenter_252360@@3UGruntDirectionCell@@A	heapdiag	copy
0x00252370	0xc	?s_gruntDirSouthWest_252370@@3UGruntDirectionCell@@A	heapdiag	copy
0x00252398	0x1	$S2430016	gruntvoice	copy
0x002523a0	0xc	?s_gruntDirEast_2523a0@@3UGruntDirectionCell@@A	gruntvoice	copy
0x002523ac	0x1	$S2430036	gruntvoice	copy
0x002523b0	0xc	?s_gruntDirNorth_2523b0@@3UGruntDirectionCell@@A	gruntvoice	copy
0x002523c0	0xc	?s_gruntDirSouth_2523c0@@3UGruntDirectionCell@@A	gruntvoice	copy
0x002523d0	0xc	?s_gruntDirWest_2523d0@@3UGruntDirectionCell@@A	gruntvoice	copy
0x002523e0	0xc	?s_gruntDirNorthEast_2523e0@@3UGruntDirectionCell@@A	gruntvoice	copy
0x002523f0	0xc	?s_gruntDirNorthWest_2523f0@@3UGruntDirectionCell@@A	gruntvoice	copy
0x00252400	0xc	?s_gruntDirSouthEast_252400@@3UGruntDirectionCell@@A	gruntvoice	copy
0x00252410	0xc	?s_gruntDirCenter_252410@@3UGruntDirectionCell@@A	gruntvoice	copy
0x00252420	0xc	?s_gruntDirSouthWest_252420@@3UGruntDirectionCell@@A	gruntvoice	copy
0x002524b0	0xc	?s_gruntDirEast_2524b0@@3UGruntDirectionCell@@A	gruntspawnconfig	copy
0x002524c0	0xc	?s_gruntDirNorth_2524c0@@3UGruntDirectionCell@@A	gruntspawnconfig	copy
0x002524d0	0xc	?s_gruntDirSouth_2524d0@@3UGruntDirectionCell@@A	gruntspawnconfig	copy
0x002524e0	0xc	?s_gruntDirWest_2524e0@@3UGruntDirectionCell@@A	gruntspawnconfig	copy
0x002524f0	0xc	?s_gruntDirNorthEast_2524f0@@3UGruntDirectionCell@@A	gruntspawnconfig	copy
0x00252500	0xc	?s_gruntDirNorthWest_252500@@3UGruntDirectionCell@@A	gruntspawnconfig	copy
0x00252510	0xc	?s_gruntDirSouthEast_252510@@3UGruntDirectionCell@@A	gruntspawnconfig	copy
0x00252520	0xc	?s_gruntDirCenter_252520@@3UGruntDirectionCell@@A	gruntspawnconfig	copy
0x00252530	0xc	?s_gruntDirSouthWest_252530@@3UGruntDirectionCell@@A	gruntspawnconfig	copy
0x002c01f4	0x1	_?$S@?1??RenderFrameClipped@CImage@@QAEXPAVCDDrawSurfacePair@@HHPAUtagRECT@@H@Z@4EA$S	cimage	copy
0x002c026c	0x1	_?$S@?1??RenderFrame@CImage@@QAEXPAVCDDrawSurfacePair@@HHH@Z@4EA$S	cimage	copy
0x002c02e0	0x1	_?$S@?1??TickKillCues@CDDrawChildGroup@@UAEXH@Z@4EA$S	wwdobjmgr	copy
